report_date,game,team,batter,opponent_pitcher,hr_prob_pct,tb2_prob_pct,fair_hr_american,fair_2tb_american,market_hr_american,edge_hr_pct,market_tb_line,market_tb_over_american,edge_tb_pct,recent_form_score,bvp_pa,tier,hr_tier,tb2_tier,recommended_prop,recommended_tier,hr_market_status,hr_market_integrity,tb2_market_status,data_confidence,market_data_status,scoring_status
2026-04-26,SD@AZ,AZ,Ketel Marte,Michael King,5.37,30.53,+1762,+228,209,-26.99,2.5,115,,0.633,0,B,D,B,,,priced_no_edge,full,line_mismatch_2.5,Display only,partial,data_blocked
2026-04-26,SD@AZ,AZ,Corbin Carroll,Michael King,4.53,30.72,+2107,+225,222,-26.52,2.5,106,,0.588,0,B,D,B,,,priced_no_edge,full,line_mismatch_2.5,Display only,partial,data_blocked
2026-04-26,SD@AZ,AZ,Lourdes Gurriel Jr.,Michael King,0.40,6.00,+24900,+1567,412,-19.13,1.5,-140,-52.33,0.180,0,D,D,D,,,priced_no_edge,full,priced_no_edge,Display only,full,data_blocked
2026-04-26,SD@AZ,AZ,Adrian Del Castillo,Michael King,0.85,15.37,+11650,+550,431,-17.98,1.5,101,-34.38,0.439,0,D,D,D,,,priced_no_edge,full,priced_no_edge,Display only,full,data_blocked
2026-04-26,SD@AZ,AZ,Jose Fernandez,Michael King,0.79,20.20,+12548,+395,489,-16.19,1.5,-101,-30.05,0.468,0,D,D,D,,,priced_no_edge,full,priced_no_edge,Display only,full,data_blocked
2026-04-26,SD@AZ,AZ,Nolan Arenado,Michael King,3.15,23.64,+3076,+323,400,-16.85,1.5,112,-23.53,0.929,0,C,D,C,,,priced_no_edge,full,priced_no_edge,Display only,full,data_blocked
2026-04-26,SD@AZ,AZ,Alek Thomas,Michael King,5.08,29.09,+1870,+244,509,-11.34,1.5,109,-18.76,0.735,0,B,D,B,,,priced_no_edge,full,priced_no_edge,Display only,full,data_blocked
2026-04-26,SD@AZ,AZ,Tim Tawa,Michael King,0.40,6.00,+24900,+1567,547,-15.06,1.5,143,-35.15,0.292,0,D,D,D,,,priced_no_edge,full,priced_no_edge,Display only,full,data_blocked
2026-04-26,MIA@SF,MIA,Jakob Marsee,Landen Roupp,0.40,6.00,+24900,+1567,1240,-7.06,1.5,155,-33.22,0.492,0,D,D,D,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-26,MIA@SF,MIA,Kyle Stowers,Landen Roupp,0.40,22.41,+24900,+346,470,-17.14,1.5,130,-21.07,0.606,0,C,D,C,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-26,MIA@SF,MIA,Otto Lopez,Landen Roupp,1.58,24.82,+6236,+303,890,-8.52,1.5,104,-24.20,0.634,0,C,D,C,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-26,MIA@SF,MIA,Xavier Edwards,Landen Roupp,0.40,17.63,+24900,+467,1160,-7.54,1.5,131,-25.66,0.539,0,D,D,D,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-26,MIA@SF,MIA,Liam Hicks,Landen Roupp,0.76,21.27,+13110,+370,1280,-6.49,0.5,-182,,0.662,0,D,D,D,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-26,MIA@SF,MIA,Owen Caissie,Landen Roupp,0.40,6.08,+24900,+1545,920,-9.40,0.5,-122,,0.253,0,D,D,D,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-26,MIA@SF,MIA,Connor Norby,Landen Roupp,0.40,9.77,+24900,+923,840,-10.24,1.5,165,-27.96,0.537,0,D,D,D,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-26,MIA@SF,MIA,Graham Pauley,Landen Roupp,0.40,6.00,+24900,+1567,1160,-7.54,0.5,-104,,0.422,0,D,D,D,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-26,MIA@SF,MIA,Heriberto Hernández,Landen Roupp,0.40,6.00,+24900,+1567,1120,-7.80,0.5,-118,,0.279,0,D,D,D,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-26,MIA@SF,SF,Jung Hoo Lee,Max Meyer,2.04,25.61,+4807,+290,960,-7.40,1.5,117,-20.47,0.677,0,C,D,C,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-26,MIA@SF,SF,Matt Chapman,Max Meyer,0.40,9.83,+24900,+917,660,-12.76,1.5,143,-31.32,0.377,0,D,D,D,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-26,MIA@SF,SF,Luis Arraez,Max Meyer,0.40,13.44,+24900,+644,1260,-6.95,1.5,124,-31.20,0.474,0,D,D,D,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-26,MIA@SF,SF,Casey Schmitt,Max Meyer,6.76,33.66,+1379,+197,610,-7.32,1.5,134,-9.07,0.671,0,B,C,B,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-26,MIA@SF,SF,Rafael Devers,Max Meyer,0.40,10.19,+24900,+881,500,-16.27,0.5,-167,,0.286,0,D,D,D,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-26,MIA@SF,SF,Heliot Ramos,Max Meyer,7.87,37.20,+1170,+169,630,-5.82,1.5,130,-6.28,0.828,0,A,B,A,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-26,MIA@SF,SF,Drew Gilbert,Max Meyer,4.51,22.76,+2117,+339,980,-4.75,0.5,-132,,0.560,0,C,D,C,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-26,MIA@SF,SF,Christian Koss,Max Meyer,0.40,6.00,+24900,+1567,1080,-8.07,0.5,-159,,0.180,0,D,D,D,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-26,MIA@SF,SF,Patrick Bailey,Max Meyer,0.64,11.40,+15476,+777,860,-9.77,0.5,-118,,0.412,0,D,D,D,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-26,LAA@KC,LAA,Zach Neto,Seth Lugo,1.47,13.63,+6717,+634,470,-16.08,1.5,114,-33.10,0.336,0,D,D,D,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-26,LAA@KC,LAA,Mike Trout,Seth Lugo,13.16,50.02,+660,-100,331,-10.04,1.5,110,2.40,0.933,0,A+,A,A+,2+ TB,A+,priced_no_edge,full,qualified,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-26,LAA@KC,LAA,Yoán Moncada,Seth Lugo,2.89,18.62,+3355,+437,600,-11.39,1.5,153,-20.90,0.621,0,D,D,D,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-26,LAA@KC,LAA,Jorge Soler,Seth Lugo,3.55,21.71,+2717,+361,462,-14.24,1.5,140,-19.96,0.493,0,D,D,D,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-26,LAA@KC,LAA,Nolan Schanuel,Seth Lugo,0.40,11.07,+24900,+803,940,-9.22,1.5,146,-29.58,0.435,0,D,D,D,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-26,LAA@KC,LAA,Jo Adell,Seth Lugo,3.74,25.36,+2571,+294,444,-14.64,1.5,124,-19.29,0.559,0,C,D,C,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-26,LAA@KC,LAA,Josh Lowe,Seth Lugo,0.40,6.00,+24900,+1567,720,-11.80,1.5,166,-31.59,0.369,0,D,D,D,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-26,LAA@KC,LAA,Travis d'Arnaud,Seth Lugo,0.40,6.00,+24900,+1567,660,-12.76,0.5,-141,,0.327,0,D,D,D,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-26,LAA@KC,LAA,Adam Frazier,Seth Lugo,2.32,21.71,+4218,+361,1120,-5.88,0.5,-145,,0.534,0,D,D,D,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-26,LAA@KC,KC,Lane Thomas,Reid Detmers,0.40,6.00,+24900,+1567,650,-12.93,1.5,138,-36.02,0.376,0,D,D,D,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-26,LAA@KC,KC,Bobby Witt Jr.,Reid Detmers,2.09,27.51,+4691,+263,331,-21.11,1.5,-120,-27.03,0.538,0,C,D,C,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-26,LAA@KC,KC,Vinnie Pasquantino,Reid Detmers,0.40,12.89,+24900,+676,690,-12.26,1.5,135,-29.66,0.539,0,D,D,D,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-26,LAA@KC,KC,Salvador Perez,Reid Detmers,1.15,14.46,+8626,+591,468,-16.46,1.5,118,-31.41,0.440,0,D,D,D,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-26,LAA@KC,KC,Starling Marte,Reid Detmers,0.40,6.00,+24900,+1567,630,-13.30,1.5,145,-34.82,0.317,0,D,D,D,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-26,LAA@KC,KC,Carter Jensen,Reid Detmers,5.34,29.97,+1774,+234,578,-9.41,1.5,156,-9.09,0.690,0,B,D,B,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-26,LAA@KC,KC,Nick Loftin,Reid Detmers,0.40,18.89,+24900,+429,830,-10.35,0.5,-134,,0.530,0,D,D,D,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-26,LAA@KC,KC,Isaac Collins,Reid Detmers,0.40,6.00,+24900,+1567,900,-9.60,0.5,-140,,0.363,0,D,D,D,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-26,LAA@KC,KC,Michael Massey,Reid Detmers,1.37,21.79,+7195,+359,900,-8.63,0.5,-123,,0.528,0,D,D,D,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-26,CHC@LAD,CHC,Nico Hoerner,Justin Wrobleski,0.82,19.74,+12123,+407,830,-9.93,1.5,107,-28.57,0.618,0,D,D,D,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-26,CHC@LAD,CHC,Alex Bregman,Justin Wrobleski,1.64,21.83,+6009,+358,436,-17.02,1.5,108,-26.25,0.556,0,D,D,D,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-26,CHC@LAD,CHC,Ian Happ,Justin Wrobleski,6.01,29.07,+1563,+244,551,-9.35,1.5,138,-12.95,0.653,0,B,C,B,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-26,CHC@LAD,CHC,Seiya Suzuki,Justin Wrobleski,6.74,35.55,+1384,+181,392,-13.59,1.5,115,-10.97,0.790,0,A,C,A,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-26,CHC@LAD,CHC,Carson Kelly,Justin Wrobleski,6.06,34.96,+1549,+186,493,-10.80,1.5,140,-6.71,0.758,0,B,C,B,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-26,CHC@LAD,CHC,Michael Busch,Justin Wrobleski,0.40,12.18,+24900,+721,598,-13.93,1.5,155,-27.03,0.571,0,D,D,D,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-26,CHC@LAD,CHC,Dansby Swanson,Justin Wrobleski,7.13,32.43,+1303,+208,620,-6.76,1.5,150,-7.57,0.816,0,B,C,B,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-26,CHC@LAD,CHC,Matt Shaw,Justin Wrobleski,2.48,28.43,+3934,+252,710,-9.87,0.5,-171,,0.698,0,B,D,B,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-26,CHC@LAD,CHC,Pete Crow-Armstrong,Justin Wrobleski,0.40,12.23,+24900,+718,660,-12.76,0.5,-148,,0.417,0,D,D,D,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-26,CHC@LAD,LAD,Shohei Ohtani,Shota Imanaga,3.59,22.40,+2683,+347,187,-31.25,1.5,-112,-30.43,0.416,0,C,D,C,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-26,CHC@LAD,LAD,Freddie Freeman,Shota Imanaga,3.20,30.90,+3026,+224,425,-15.85,1.5,116,-15.40,0.519,0,B,D,B,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-26,CHC@LAD,LAD,Teoscar Hernández,Shota Imanaga,0.40,13.03,+24900,+668,339,-22.38,1.5,112,-34.14,0.383,0,D,D,D,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-26,CHC@LAD,LAD,Andy Pages,Shota Imanaga,1.86,22.06,+5273,+353,397,-18.26,1.5,122,-22.98,0.406,0,C,D,C,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-26,CHC@LAD,LAD,Kyle Tucker,Shota Imanaga,0.40,11.70,+24900,+755,433,-18.36,1.5,152,-27.98,0.497,0,D,D,D,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-26,CHC@LAD,LAD,Miguel Rojas,Shota Imanaga,3.51,32.16,+2745,+211,660,-9.64,0.5,-179,,0.950,0,B,D,B,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-26,CHC@LAD,LAD,Dalton Rushing,Shota Imanaga,17.52,55.00,+471,-122,413,-1.97,0.5,-135,,0.950,0,A+,A+,A+,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-26,CHC@LAD,LAD,Santiago Espinal,Shota Imanaga,0.40,9.86,+24900,+914,1080,-8.07,0.5,-143,,0.400,0,D,D,D,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-26,CHC@LAD,LAD,Hyeseong Kim,Shota Imanaga,0.40,24.13,+24865,+314,970,-8.95,0.5,-119,,0.627,0,C,D,C,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
