report_date,game,team,batter,opponent_pitcher,hr_prob_pct,tb2_prob_pct,fair_hr_american,fair_2tb_american,market_hr_american,edge_hr_pct,market_tb_line,market_tb_over_american,edge_tb_pct,recent_form_score,bvp_pa,tier,hr_tier,tb2_tier,recommended_prop,recommended_tier,hr_market_status,hr_market_integrity,tb2_market_status,data_confidence,market_data_status,scoring_status
2026-04-24,BOS@BAL,BOS,Ceddanne Rafaela,Brandon Young,0.40,6.00,+24900,+1567,800,-10.71,1.5,170,-31.04,0.348,0,D,D,D,,,priced_no_edge,partial,priced_no_edge,Display only,full,not_scored
2026-04-24,BOS@BAL,BOS,Masataka Yoshida,Brandon Young,0.40,9.12,+24900,+997,725,-11.72,1.5,135,-33.43,0.390,0,D,D,D,,,priced_no_edge,partial,priced_no_edge,Display only,full,not_scored
2026-04-24,BOS@BAL,BOS,Willson Contreras,Brandon Young,3.35,24.68,+2882,+305,450,-14.83,1.5,135,-17.87,0.530,0,C,D,C,,,priced_no_edge,partial,priced_no_edge,Display only,full,not_scored
2026-04-24,BOS@BAL,BOS,Wilyer Abreu,Brandon Young,0.56,14.12,+17638,+608,395,-19.64,1.5,120,-31.34,0.260,0,D,D,D,,,priced_no_edge,partial,priced_no_edge,Display only,full,not_scored
2026-04-24,BOS@BAL,BOS,Trevor Story,Brandon Young,0.40,8.87,+24900,+1028,650,-12.93,1.5,142,-32.45,0.434,0,D,D,D,,,priced_no_edge,partial,priced_no_edge,Display only,full,not_scored
2026-04-24,BOS@BAL,BOS,Marcelo Mayer,Brandon Young,0.40,8.33,+24900,+1101,700,-12.10,1.5,155,-30.89,0.389,0,D,D,D,,,priced_no_edge,partial,priced_no_edge,Display only,full,not_scored
2026-04-24,BOS@BAL,BOS,Caleb Durbin,Brandon Young,0.40,6.00,+24900,+1567,1100,-7.93,1.5,165,-31.74,0.320,0,D,D,D,,,priced_no_edge,partial,priced_no_edge,Display only,full,not_scored
2026-04-24,BOS@BAL,BOS,Carlos Narváez,Brandon Young,0.84,18.39,+11829,+444,800,-10.27,1.5,225,-12.38,0.542,0,D,D,D,,,priced_no_edge,partial,priced_no_edge,Display only,full,not_scored
2026-04-24,BOS@BAL,BAL,Gunnar Henderson,Brayan Bello,9.21,29.36,+986,+241,NA,,1.5,100,-20.64,0.431,0,B,B,B,,,unpriced,partial,priced_no_edge,Display only,partial,not_scored
2026-04-24,BOS@BAL,BAL,Taylor Ward,Brayan Bello,5.57,28.15,+1695,+255,NA,,1.5,127,-15.90,0.426,0,B,D,B,,,unpriced,partial,priced_no_edge,Display only,partial,not_scored
2026-04-24,BOS@BAL,BAL,Adley Rutschman,Brayan Bello,12.47,47.97,+702,+108,NA,,1.5,134,5.23,0.950,0,A+,A,A+,,,unpriced,partial,priced_below_prob_gate,Display only,partial,not_scored
2026-04-24,BOS@BAL,BAL,Pete Alonso,Brayan Bello,8.29,34.04,+1106,+194,NA,,1.5,120,-11.41,0.585,0,B,B,B,,,unpriced,partial,priced_no_edge,Display only,partial,not_scored
2026-04-24,BOS@BAL,BAL,Dylan Beavers,Brayan Bello,3.34,17.23,+2898,+481,NA,,1.5,168,-20.09,0.314,0,D,D,D,,,unpriced,partial,priced_no_edge,Display only,partial,not_scored
2026-04-24,BOS@BAL,BAL,Samuel Basallo,Brayan Bello,8.72,29.34,+1046,+241,NA,,1.5,150,-10.66,0.482,0,B,B,B,,,unpriced,partial,priced_no_edge,Display only,partial,not_scored
2026-04-24,BOS@BAL,BAL,Leody Taveras,Brayan Bello,8.65,38.56,+1056,+159,NA,,1.5,160,0.10,0.642,0,A,B,A,,,unpriced,partial,priced_below_prob_gate,Display only,partial,not_scored
2026-04-24,BOS@BAL,BAL,Coby Mayo,Brayan Bello,5.19,22.30,+1827,+348,NA,,1.5,190,-12.18,0.531,0,C,D,C,,,unpriced,partial,priced_no_edge,Display only,partial,not_scored
2026-04-24,BOS@BAL,BAL,Jeremiah Jackson,Brayan Bello,11.37,41.15,+780,+143,NA,,1.5,175,4.79,0.873,0,A,A,A,,,unpriced,partial,priced_below_prob_gate,Display only,partial,not_scored
2026-04-24,CLE@TOR,CLE,Daniel Schneemann,Max Scherzer,10.94,45.50,+814,+120,512,-5.40,1.5,136,3.13,0.892,0,A+,A,A+,,,priced_no_edge,partial,priced_below_prob_gate,Display only,full,not_scored
2026-04-24,CLE@TOR,CLE,Chase DeLauter,Max Scherzer,7.84,31.67,+1175,+216,360,-13.90,1.5,-108,-20.26,0.411,0,B,B,B,,,priced_no_edge,partial,priced_no_edge,Display only,full,not_scored
2026-04-24,CLE@TOR,CLE,José Ramírez,Max Scherzer,12.85,48.15,+678,+108,360,-8.89,1.5,108,0.07,0.883,0,A+,A,A+,,,priced_no_edge,partial,priced_below_prob_gate,Display only,full,not_scored
2026-04-24,CLE@TOR,CLE,Kyle Manzardo,Max Scherzer,4.43,22.54,+2158,+344,390,-15.98,1.5,150,-17.46,0.523,0,C,D,C,,,priced_no_edge,partial,priced_no_edge,Display only,full,not_scored
2026-04-24,CLE@TOR,CLE,Rhys Hoskins,Max Scherzer,3.79,16.03,+2542,+524,370,-17.49,0.5,-142,,0.381,0,D,D,D,,,priced_no_edge,partial,line_mismatch_0.5,Display only,partial,not_scored
2026-04-24,CLE@TOR,CLE,George Valera,Max Scherzer,2.50,17.19,+3902,+482,625,-11.29,1.5,165,-20.55,0.359,0,D,D,D,,,priced_no_edge,partial,priced_no_edge,Display only,full,not_scored
2026-04-24,CLE@TOR,CLE,Angel Martínez,Max Scherzer,7.39,30.55,+1254,+227,600,-6.90,1.5,160,-7.91,0.538,0,B,C,B,,,priced_no_edge,partial,priced_no_edge,Display only,full,not_scored
2026-04-24,CLE@TOR,CLE,Bo Naylor,Max Scherzer,5.99,22.08,+1570,+353,500,-10.68,1.5,200,-11.25,0.335,0,C,C,C,,,priced_no_edge,partial,priced_no_edge,Display only,full,not_scored
2026-04-24,CLE@TOR,CLE,Brayan Rocchio,Max Scherzer,5.35,28.25,+1770,+254,950,-4.18,1.5,220,-3.00,0.654,0,B,D,B,,,priced_no_edge,partial,priced_no_edge,Display only,full,not_scored
2026-04-24,CLE@TOR,TOR,Nathan Lukes,Gavin Williams,0.40,12.45,+24900,+703,NA,,1.5,145,-28.37,0.490,0,D,D,D,,,unpriced,partial,priced_no_edge,Display only,partial,not_scored
2026-04-24,CLE@TOR,TOR,Ernie Clement,Gavin Williams,0.40,17.10,+24900,+485,NA,,1.5,125,-27.34,0.584,0,D,D,D,,,unpriced,partial,priced_no_edge,Display only,partial,not_scored
2026-04-24,CLE@TOR,TOR,Vladimir Guerrero Jr.,Gavin Williams,4.43,32.91,+2158,+204,NA,,1.5,102,-16.59,0.678,0,B,D,B,,,unpriced,partial,priced_no_edge,Display only,partial,not_scored
2026-04-24,CLE@TOR,TOR,Jesús Sánchez,Gavin Williams,3.19,25.09,+3033,+299,NA,,0.5,-160,,0.447,0,C,D,C,,,unpriced,partial,line_mismatch_0.5,Display only,partial,not_scored
2026-04-24,CLE@TOR,TOR,Lenyn Sosa,Gavin Williams,0.40,18.46,+24900,+442,NA,,1.5,147,-22.02,0.495,0,D,D,D,,,unpriced,partial,priced_no_edge,Display only,partial,not_scored
2026-04-24,CLE@TOR,TOR,Daulton Varsho,Gavin Williams,2.44,22.29,+4001,+349,NA,,1.5,155,-16.93,0.804,0,C,D,C,,,unpriced,partial,priced_no_edge,Display only,partial,not_scored
2026-04-24,CLE@TOR,TOR,Kazuma Okamoto,Gavin Williams,1.12,12.28,+8795,+714,NA,,1.5,190,-22.20,0.353,0,D,D,D,,,unpriced,partial,priced_no_edge,Display only,partial,not_scored
2026-04-24,CLE@TOR,TOR,Andrés Giménez,Gavin Williams,0.40,15.14,+24900,+560,NA,,1.5,200,-18.19,0.510,0,D,D,D,,,unpriced,partial,priced_no_edge,Display only,partial,not_scored
2026-04-24,CLE@TOR,TOR,Tyler Heineman,Gavin Williams,0.40,6.00,+24900,+1567,NA,,1.5,260,-21.78,0.180,0,D,D,D,,,unpriced,partial,priced_no_edge,Display only,partial,not_scored
2026-04-24,COL@NYM,COL,Mickey Moniak,Freddy Peralta,12.94,44.23,+673,+126,418,-6.37,1.5,136,1.85,0.950,0,A+,A,A+,,,priced_no_edge,partial,priced_below_prob_gate,Display only,full,not_scored
2026-04-24,COL@NYM,COL,Hunter Goodman,Freddy Peralta,9.57,38.81,+944,+158,410,-10.03,1.5,164,0.93,0.869,0,A,B,A,,,priced_no_edge,partial,priced_below_prob_gate,Display only,full,not_scored
2026-04-24,COL@NYM,COL,TJ Rumfield,Freddy Peralta,2.70,21.80,+3600,+359,795,-8.47,1.5,185,-13.29,0.405,0,D,D,D,,,priced_no_edge,partial,priced_no_edge,Display only,full,not_scored
2026-04-24,COL@NYM,COL,Tyler Freeman,Freddy Peralta,0.40,11.72,+24900,+753,1200,-7.29,1.5,202,-21.39,0.373,0,D,D,D,,,priced_no_edge,partial,priced_no_edge,Display only,full,not_scored
2026-04-24,COL@NYM,COL,Troy Johnston,Freddy Peralta,2.35,26.64,+4160,+275,810,-8.64,1.5,200,-6.69,0.535,0,C,D,C,,,priced_no_edge,partial,priced_no_edge,Display only,full,not_scored
2026-04-24,COL@NYM,COL,Kyle Karros,Freddy Peralta,1.22,17.13,+8082,+484,1100,-7.11,1.5,266,-10.19,0.433,0,D,D,D,,,priced_no_edge,partial,priced_no_edge,Display only,full,not_scored
2026-04-24,COL@NYM,COL,Ezequiel Tovar,Freddy Peralta,0.40,10.22,+24900,+878,730,-11.65,1.5,212,-21.83,0.203,0,D,D,D,,,priced_no_edge,partial,priced_no_edge,Display only,full,not_scored
2026-04-24,COL@NYM,COL,Jake McCarthy,Freddy Peralta,0.40,20.20,+24900,+395,1250,-7.01,1.5,262,-7.42,0.669,0,D,D,D,,,priced_no_edge,partial,priced_no_edge,Display only,full,not_scored
2026-04-24,COL@NYM,COL,Brenton Doyle,Freddy Peralta,0.40,9.67,+24900,+934,900,-9.60,1.5,241,-19.65,0.379,0,D,D,D,,,priced_no_edge,partial,priced_no_edge,Display only,full,not_scored
2026-04-24,COL@NYM,NYM,Bo Bichette,Michael Lorenzen,3.53,24.71,+2735,+305,NA,,1.5,-102,-25.78,0.456,0,C,D,C,,,unpriced,partial,priced_no_edge,Display only,partial,not_scored
2026-04-24,COL@NYM,NYM,Juan Soto,Michael Lorenzen,3.99,21.73,+2407,+360,NA,,1.5,118,-24.14,0.327,0,D,D,D,,,unpriced,partial,priced_no_edge,Display only,partial,not_scored
2026-04-24,COL@NYM,NYM,Francisco Alvarez,Michael Lorenzen,8.40,32.69,+1091,+206,NA,,1.5,140,-8.98,0.453,0,B,B,B,,,unpriced,partial,priced_no_edge,Display only,partial,not_scored
2026-04-24,COL@NYM,NYM,Brett Baty,Michael Lorenzen,4.53,19.27,+2109,+419,NA,,1.5,155,-19.95,0.341,0,D,D,D,,,unpriced,partial,priced_no_edge,Display only,partial,not_scored
2026-04-24,COL@NYM,NYM,Mark Vientos,Michael Lorenzen,3.13,15.58,+3094,+542,NA,,1.5,147,-24.91,0.291,0,D,D,D,,,unpriced,partial,priced_no_edge,Display only,partial,not_scored
2026-04-24,COL@NYM,NYM,Marcus Semien,Michael Lorenzen,2.32,20.18,+4212,+395,NA,,1.5,140,-21.48,0.414,0,D,D,D,,,unpriced,partial,priced_no_edge,Display only,partial,not_scored
2026-04-24,COL@NYM,NYM,Carson Benge,Michael Lorenzen,4.36,21.86,+2193,+357,NA,,1.5,180,-13.86,0.460,0,D,D,D,,,unpriced,partial,priced_no_edge,Display only,partial,not_scored
2026-04-24,COL@NYM,NYM,Tyrone Taylor,Michael Lorenzen,2.43,13.03,+4017,+667,NA,,1.5,226,-17.64,0.282,0,D,D,D,,,unpriced,partial,priced_no_edge,Display only,partial,not_scored
2026-04-24,COL@NYM,NYM,Ronny Mauricio,Michael Lorenzen,0.40,6.00,+24900,+1567,NA,,1.5,195,-27.90,0.180,0,D,D,D,,,unpriced,partial,priced_no_edge,Display only,partial,not_scored
2026-04-24,MIN@TB,MIN,Byron Buxton,Drew Rasmussen,6.09,28.16,+1541,+255,332,-17.05,1.5,111,-19.24,0.734,0,B,C,B,,,priced_no_edge,partial,priced_no_edge,Display only,full,not_scored
2026-04-24,MIN@TB,MIN,Trevor Larnach,Drew Rasmussen,1.00,19.67,+9923,+408,745,-10.84,1.5,178,-16.30,0.555,0,D,D,D,,,priced_no_edge,partial,priced_no_edge,Display only,full,not_scored
2026-04-24,MIN@TB,MIN,Austin Martin,Drew Rasmussen,1.61,27.49,+6106,+264,1000,-7.48,1.5,180,-8.22,0.835,0,C,D,C,,,priced_no_edge,partial,priced_no_edge,Display only,full,not_scored
2026-04-24,MIN@TB,MIN,Victor Caratini,Drew Rasmussen,0.40,12.91,+24900,+675,865,-9.96,1.5,158,-25.85,0.426,0,D,D,D,,,priced_no_edge,partial,priced_no_edge,Display only,full,not_scored
2026-04-24,MIN@TB,MIN,Kody Clemens,Drew Rasmussen,3.71,21.16,+2595,+373,514,-12.58,1.5,165,-16.57,0.462,0,D,D,D,,,priced_no_edge,partial,priced_no_edge,Display only,full,not_scored
2026-04-24,MIN@TB,MIN,Royce Lewis,Drew Rasmussen,0.40,8.80,+24809,+1036,598,-13.93,1.5,170,-28.24,0.180,0,D,D,D,,,priced_no_edge,partial,priced_no_edge,Display only,full,not_scored
2026-04-24,MIN@TB,MIN,Matt Wallner,Drew Rasmussen,0.40,6.94,+24900,+1340,550,-14.98,1.5,208,-25.53,0.196,0,D,D,D,,,priced_no_edge,partial,priced_no_edge,Display only,full,not_scored
2026-04-24,MIN@TB,MIN,Brooks Lee,Drew Rasmussen,1.35,17.09,+7329,+485,900,-8.65,1.5,193,-17.04,0.636,0,D,D,D,,,priced_no_edge,partial,priced_no_edge,Display only,full,not_scored
2026-04-24,MIN@TB,MIN,Tristan Gray,Drew Rasmussen,5.54,28.23,+1706,+254,690,-7.12,1.5,206,-4.45,0.615,0,B,D,B,,,priced_no_edge,partial,priced_no_edge,Display only,full,not_scored
2026-04-24,MIN@TB,TB,Chandler Simpson,Taj Bradley,0.40,6.00,+24900,+1567,NA,,1.5,130,-37.48,0.353,0,D,D,D,,,unpriced,partial,priced_no_edge,Display only,partial,not_scored
2026-04-24,MIN@TB,TB,Junior Caminero,Taj Bradley,5.23,29.48,+1812,+239,NA,,1.5,106,-19.07,0.736,0,B,D,B,,,unpriced,partial,priced_no_edge,Display only,partial,not_scored
2026-04-24,MIN@TB,TB,Jonathan Aranda,Taj Bradley,1.76,15.42,+5585,+548,NA,,1.5,164,-22.45,0.405,0,D,D,D,,,unpriced,partial,priced_no_edge,Display only,partial,not_scored
2026-04-24,MIN@TB,TB,Yandy Díaz,Taj Bradley,0.90,22.69,+11019,+341,NA,,1.5,130,-20.78,0.551,0,C,D,C,,,unpriced,partial,priced_no_edge,Display only,partial,not_scored
2026-04-24,MIN@TB,TB,Jonny DeLuca,Taj Bradley,1.69,22.42,+5832,+346,NA,,1.5,155,-16.80,0.585,0,C,D,C,,,unpriced,partial,priced_no_edge,Display only,partial,not_scored
2026-04-24,MIN@TB,TB,Cedric Mullins,Taj Bradley,0.40,6.00,+24900,+1567,NA,,1.5,182,-29.46,0.429,0,D,D,D,,,unpriced,partial,priced_no_edge,Display only,partial,not_scored
2026-04-24,MIN@TB,TB,Ben Williamson,Taj Bradley,0.40,6.16,+24900,+1522,NA,,1.5,198,-27.39,0.463,0,D,D,D,,,unpriced,partial,priced_no_edge,Display only,partial,not_scored
2026-04-24,MIN@TB,TB,Nick Fortes,Taj Bradley,0.40,12.77,+24900,+683,NA,,1.5,190,-21.71,0.402,0,D,D,D,,,unpriced,partial,priced_no_edge,Display only,partial,not_scored
2026-04-24,MIN@TB,TB,Taylor Walls,Taj Bradley,0.40,6.00,+24900,+1567,NA,,1.5,296,-19.25,0.319,0,D,D,D,,,unpriced,partial,priced_no_edge,Display only,partial,not_scored
2026-04-24,PHI@ATL,PHI,Trea Turner,Grant Holmes,0.40,9.53,+24900,+950,700,-12.10,1.5,115,-36.98,0.425,0,D,D,D,,,priced_no_edge,partial,priced_no_edge,Display only,full,not_scored
2026-04-24,PHI@ATL,PHI,Kyle Schwarber,Grant Holmes,9.84,35.54,+916,+181,280,-16.48,1.5,125,-8.90,0.693,0,A,B,A,,,priced_no_edge,partial,priced_no_edge,Display only,full,not_scored
2026-04-24,PHI@ATL,PHI,Bryce Harper,Grant Holmes,7.01,36.45,+1327,+174,425,-12.04,1.5,118,-9.42,0.719,0,A,C,A,,,priced_no_edge,partial,priced_no_edge,Display only,full,not_scored
2026-04-24,PHI@ATL,PHI,Adolis García,Grant Holmes,1.99,16.70,+4929,+499,525,-14.01,1.5,152,-22.98,0.407,0,D,D,D,,,priced_no_edge,partial,priced_no_edge,Display only,full,not_scored
2026-04-24,PHI@ATL,PHI,Brandon Marsh,Grant Holmes,6.11,33.12,+1537,+202,782,-5.23,1.5,144,-7.86,0.742,0,B,C,B,,,priced_no_edge,partial,priced_no_edge,Display only,full,not_scored
2026-04-24,PHI@ATL,PHI,Bryson Stott,Grant Holmes,0.40,12.26,+24900,+715,1020,-8.53,1.5,168,-25.05,0.375,0,D,D,D,,,priced_no_edge,partial,priced_no_edge,Display only,full,not_scored
2026-04-24,PHI@ATL,PHI,Alec Bohm,Grant Holmes,0.40,6.00,+24900,+1567,1100,-7.93,1.5,170,-31.04,0.180,0,D,D,D,,,priced_no_edge,partial,priced_no_edge,Display only,full,not_scored
2026-04-24,PHI@ATL,PHI,Justin Crawford,Grant Holmes,0.40,10.68,+24900,+836,965,-8.99,1.5,194,-23.33,0.441,0,D,D,D,,,priced_no_edge,partial,priced_no_edge,Display only,full,not_scored
2026-04-24,PHI@ATL,PHI,Garrett Stubbs,Grant Holmes,0.40,6.00,+24900,+1567,1230,-7.12,1.5,272,-20.88,0.180,0,D,D,D,,,priced_no_edge,partial,priced_no_edge,Display only,full,not_scored
2026-04-24,PHI@ATL,ATL,Ronald Acuña Jr.,Andrew Painter,1.40,22.23,+7055,+350,NA,,1.5,-104,-28.75,0.505,0,C,D,C,,,unpriced,partial,priced_no_edge,Display only,partial,not_scored
2026-04-24,PHI@ATL,ATL,Drake Baldwin,Andrew Painter,6.75,34.95,+1380,+186,NA,,1.5,100,-15.05,0.616,0,B,C,B,,,unpriced,partial,priced_no_edge,Display only,partial,not_scored
2026-04-24,PHI@ATL,ATL,Matt Olson,Andrew Painter,9.39,40.08,+965,+149,NA,,1.5,110,-7.54,0.743,0,A,B,A,,,unpriced,partial,priced_no_edge,Display only,partial,not_scored
2026-04-24,PHI@ATL,ATL,Ozzie Albies,Andrew Painter,0.79,18.54,+12573,+439,NA,,1.5,126,-25.71,0.624,0,D,D,D,,,unpriced,partial,priced_no_edge,Display only,partial,not_scored
2026-04-24,PHI@ATL,ATL,Austin Riley,Andrew Painter,2.20,20.78,+4446,+381,NA,,1.5,120,-24.68,0.587,0,D,D,D,,,unpriced,partial,priced_no_edge,Display only,partial,not_scored
2026-04-24,PHI@ATL,ATL,Dominic Smith,Andrew Painter,7.35,40.23,+1260,+149,NA,,1.5,146,-0.42,0.803,0,A,C,A,,,unpriced,partial,priced_no_edge,Display only,partial,not_scored
2026-04-24,PHI@ATL,ATL,Mauricio Dubón,Andrew Painter,0.40,10.05,+24900,+895,NA,,1.5,150,-29.95,0.362,0,D,D,D,,,unpriced,partial,priced_no_edge,Display only,partial,not_scored
2026-04-24,PHI@ATL,ATL,Mike Yastrzemski,Andrew Painter,0.40,6.00,+24900,+1567,NA,,1.5,215,-25.75,0.259,0,D,D,D,,,unpriced,partial,priced_no_edge,Display only,partial,not_scored
2026-04-24,PHI@ATL,ATL,Eli White,Andrew Painter,1.45,14.54,+6819,+588,NA,,1.5,181,-21.04,0.593,0,D,D,D,,,unpriced,partial,priced_no_edge,Display only,partial,not_scored
2026-04-24,LAA@KC,LAA,Zach Neto,Noah Cameron,9.56,34.59,+946,+189,472,-7.93,1.5,-105,-16.63,0.506,0,B,B,B,,,priced_no_edge,full,priced_no_edge,Display only,full,data_blocked
2026-04-24,LAA@KC,LAA,Mike Trout,Noah Cameron,20.08,55.00,+398,-122,351,-2.09,1.5,104,5.98,0.932,0,A+,A+,A+,2+ TB,A+,priced_no_edge,full,qualified,Display only,full,data_blocked
2026-04-24,LAA@KC,LAA,Jo Adell,Noah Cameron,8.52,33.36,+1074,+200,469,-9.06,1.5,114,-13.37,0.468,0,B,B,B,,,priced_no_edge,full,priced_no_edge,Display only,full,data_blocked
2026-04-24,LAA@KC,LAA,Jorge Soler,Noah Cameron,10.66,35.84,+838,+179,543,-4.90,1.5,148,-4.49,0.558,0,A,A,A,,,priced_no_edge,full,priced_no_edge,Display only,full,data_blocked
2026-04-24,LAA@KC,LAA,Oswald Peraza,Noah Cameron,12.80,45.17,+681,+121,940,3.19,1.5,158,6.41,0.942,0,A,A,A+,HR,A,qualified,full,priced_below_prob_gate,Display only,full,data_blocked
2026-04-24,LAA@KC,LAA,Nolan Schanuel,Noah Cameron,5.42,25.05,+1746,+299,1220,-2.16,1.5,162,-13.12,0.458,0,C,D,C,,,priced_no_edge,full,priced_no_edge,Display only,full,data_blocked
2026-04-24,LAA@KC,LAA,Vaughn Grissom,Noah Cameron,3.68,16.23,+2619,+516,1300,-3.46,1.5,150,-23.77,0.373,0,D,D,D,,,priced_no_edge,full,priced_no_edge,Display only,full,data_blocked
2026-04-24,LAA@KC,LAA,Logan O'Hoppe,Noah Cameron,5.39,20.05,+1756,+399,700,-7.11,1.5,164,-17.83,0.407,0,D,D,D,,,priced_no_edge,full,priced_no_edge,Display only,full,data_blocked
2026-04-24,LAA@KC,LAA,Bryce Teodosio,Noah Cameron,1.96,6.57,+4994,+1421,1420,-4.62,1.5,288,-19.20,0.213,0,D,D,D,,,priced_no_edge,full,priced_no_edge,Display only,full,data_blocked
2026-04-24,LAA@KC,KC,Nick Loftin,Yusei Kikuchi,5.50,37.67,+1720,+165,860,-4.92,1.5,145,-3.14,0.881,0,A,D,A,,,priced_no_edge,full,priced_no_edge,Display only,full,data_blocked
2026-04-24,LAA@KC,KC,Bobby Witt Jr.,Yusei Kikuchi,5.35,32.92,+1768,+204,527,-10.59,1.5,-112,-19.91,0.472,0,B,D,B,,,priced_no_edge,full,priced_no_edge,Display only,full,data_blocked
2026-04-24,LAA@KC,KC,Salvador Perez,Yusei Kikuchi,2.91,15.60,+3334,+541,555,-12.36,1.5,119,-30.06,0.342,0,D,D,D,,,priced_no_edge,full,priced_no_edge,Display only,full,data_blocked
2026-04-24,LAA@KC,KC,Lane Thomas,Yusei Kikuchi,0.40,6.99,+24900,+1331,930,-9.31,1.5,160,-31.47,0.372,0,D,D,D,,,priced_no_edge,full,priced_no_edge,Display only,full,data_blocked
2026-04-24,LAA@KC,KC,Starling Marte,Yusei Kikuchi,0.40,9.48,+24900,+955,970,-8.95,1.5,145,-31.34,0.305,0,D,D,D,,,priced_no_edge,full,priced_no_edge,Display only,full,data_blocked
2026-04-24,LAA@KC,KC,Carter Jensen,Yusei Kikuchi,10.52,40.06,+851,+150,700,-1.98,1.5,180,4.34,0.773,0,A,A,A,,,priced_no_edge,full,priced_below_prob_gate,Display only,full,data_blocked
