report_date,game,team,batter,opponent_pitcher,hr_prob_pct,tb2_prob_pct,fair_hr_american,fair_2tb_american,market_hr_american,edge_hr_pct,market_tb_line,market_tb_over_american,edge_tb_pct,recent_form_score,bvp_pa,tier,hr_tier,tb2_tier,recommended_prop,recommended_tier,hr_market_status,tb2_market_status,data_confidence,market_data_status,scoring_status
2026-04-20,DET@BOS,BOS,Wilyer Abreu,Jack Flaherty,,,,,NA,,,,,0.297,8,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-20,DET@BOS,BOS,Masataka Yoshida,Jack Flaherty,,,,,NA,,,,,0.537,5,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-20,DET@BOS,BOS,Trevor Story,Jack Flaherty,,,,,NA,,,,,0.470,11,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-20,DET@BOS,BOS,Jarren Duran,Jack Flaherty,,,,,NA,,,,,0.327,5,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-20,DET@BOS,BOS,Caleb Durbin,Jack Flaherty,,,,,NA,,,,,0.375,2,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-20,DET@BOS,BOS,Marcelo Mayer,Jack Flaherty,,,,,NA,,,,,0.212,2,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-20,DET@BOS,BOS,Carlos Narváez,Jack Flaherty,,,,,NA,,,,,0.180,2,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-20,HOU@CLE,HOU,Carlos Correa,Slade Cecconi,,,,,600,,1.5,124,,0.427,3,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,HOU@CLE,HOU,Yordan Alvarez,Slade Cecconi,,,,,310,,1.5,-105,,0.912,4,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,HOU@CLE,HOU,Jose Altuve,Slade Cecconi,,,,,600,,1.5,125,,0.492,7,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,HOU@CLE,HOU,Christian Walker,Slade Cecconi,,,,,500,,1.5,148,,0.455,3,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,HOU@CLE,HOU,Isaac Paredes,Slade Cecconi,,,,,600,,0.5,-156,,0.256,6,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-20,HOU@CLE,HOU,Taylor Trammell,Slade Cecconi,,,,,NA,,,,,0.523,5,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-20,HOU@CLE,HOU,Yainer Diaz,Slade Cecconi,,,,,725,,1.5,152,,0.308,6,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,HOU@CLE,HOU,Dustin Harris,Slade Cecconi,,,,,NA,,,,,0.396,0,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-20,HOU@CLE,HOU,Brice Matthews,Slade Cecconi,,,,,700,,0.5,113,,0.180,1,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-20,HOU@CLE,CLE,Steven Kwan,Spencer Arrighetti,,,,,1025,,1.5,133,,0.409,8,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,HOU@CLE,CLE,Chase DeLauter,Spencer Arrighetti,,,,,400,,1.5,120,,0.366,3,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,HOU@CLE,CLE,José Ramírez,Spencer Arrighetti,,,,,365,,1.5,108,,0.873,7,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,HOU@CLE,CLE,Kyle Manzardo,Spencer Arrighetti,,,,,425,,0.5,-148,,0.536,4,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-20,HOU@CLE,CLE,Rhys Hoskins,Spencer Arrighetti,,,,,500,,0.5,-135,,0.413,3,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-20,HOU@CLE,CLE,George Valera,Spencer Arrighetti,,,,,500,,1.5,140,,0.479,3,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,HOU@CLE,CLE,Juan Brito,Spencer Arrighetti,,,,,700,,0.5,-156,,0.310,3,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-20,HOU@CLE,CLE,Bo Naylor,Spencer Arrighetti,,,,,600,,0.5,-118,,0.463,5,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-20,HOU@CLE,CLE,Brayan Rocchio,Spencer Arrighetti,,,,,900,,0.5,-134,,0.713,4,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-20,CIN@TB,CIN,TJ Friedl,Jesse Scholtens,,,,,NA,,,,,0.272,3,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-20,CIN@TB,CIN,Matt McLain,Jesse Scholtens,,,,,600,,1.5,144,,0.285,3,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,CIN@TB,CIN,Elly De La Cruz,Jesse Scholtens,,,,,538,,1.5,135,,0.682,3,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,CIN@TB,CIN,Sal Stewart,Jesse Scholtens,,,,,405,,1.5,111,,0.707,3,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,CIN@TB,CIN,Eugenio Suárez,Jesse Scholtens,,,,,420,,0.5,-153,,0.523,0,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-20,CIN@TB,CIN,Spencer Steer,Jesse Scholtens,,,,,575,,0.5,-157,,0.492,3,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-20,CIN@TB,CIN,Tyler Stephenson,Jesse Scholtens,,,,,600,,0.5,-141,,0.456,3,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-20,CIN@TB,CIN,Rece Hinds,Jesse Scholtens,,,,,538,,0.5,-136,,0.189,3,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-20,CIN@TB,CIN,Ke'Bryan Hayes,Jesse Scholtens,,,,,900,,0.5,-141,,0.180,4,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-20,CIN@TB,TB,Chandler Simpson,Rhett Lowder,,,,,12400,,1.5,137,,0.406,3,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,CIN@TB,TB,Junior Caminero,Rhett Lowder,,,,,342,,1.5,128,,0.671,3,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,CIN@TB,TB,Jonathan Aranda,Rhett Lowder,,,,,538,,0.5,-164,,0.441,3,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-20,CIN@TB,TB,Yandy Díaz,Rhett Lowder,,,,,650,,1.5,145,,0.511,3,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,CIN@TB,TB,Jake Fraley,Rhett Lowder,,,,,800,,0.5,-125,,0.411,3,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-20,CIN@TB,TB,Cedric Mullins,Rhett Lowder,,,,,638,,0.5,-116,,0.539,3,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-20,CIN@TB,TB,Nick Fortes,Rhett Lowder,,,,,900,,0.5,-132,,0.452,2,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-20,CIN@TB,TB,Richie Palacios,Rhett Lowder,,,,,900,,0.5,-103,,0.508,0,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-20,CIN@TB,TB,Taylor Walls,Rhett Lowder,,,,,900,,0.5,110,,0.332,2,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-20,STL@MIA,STL,JJ Wetherholt,Max Meyer,,,,,575,,1.5,132,,0.515,3,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,STL@MIA,STL,Iván Herrera,Max Meyer,,,,,575,,1.5,114,,0.466,6,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,STL@MIA,STL,Alec Burleson,Max Meyer,,,,,415,,1.5,0,,0.623,5,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,STL@MIA,STL,Jordan Walker,Max Meyer,,,,,410,,1.5,106,,0.889,5,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,STL@MIA,STL,Nolan Gorman,Max Meyer,,,,,430,,0.5,-164,,0.389,5,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-20,STL@MIA,STL,Masyn Winn,Max Meyer,,,,,825,,1.5,152,,0.533,2,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,STL@MIA,STL,Ramón Urías,Max Meyer,,,,,NA,,,,,0.539,2,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-20,STL@MIA,STL,Thomas Saggese,Max Meyer,,,,,NA,,,,,0.411,2,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-20,STL@MIA,STL,Victor Scott II,Max Meyer,,,,,900,,0.5,-137,,0.190,4,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-20,STL@MIA,MIA,Jakob Marsee,Michael McGreevy,,,,,825,,1.5,145,,0.308,6,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,STL@MIA,MIA,Kyle Stowers,Michael McGreevy,,,,,455,,1.5,125,,0.950,3,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,STL@MIA,MIA,Otto Lopez,Michael McGreevy,,,,,875,,1.5,120,,0.697,3,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,STL@MIA,MIA,Xavier Edwards,Michael McGreevy,,,,,1025,,1.5,130,,0.431,6,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,STL@MIA,MIA,Liam Hicks,Michael McGreevy,,,,,875,,1.5,145,,0.549,3,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,STL@MIA,MIA,Agustín Ramírez,Michael McGreevy,,,,,725,,1.5,145,,0.438,5,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,STL@MIA,MIA,Owen Caissie,Michael McGreevy,,,,,800,,0.5,-137,,0.343,2,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-20,STL@MIA,MIA,Graham Pauley,Michael McGreevy,,,,,900,,0.5,-124,,0.246,2,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-20,STL@MIA,MIA,Connor Norby,Michael McGreevy,,,,,900,,0.5,-167,,0.634,2,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-20,ATL@WSH,ATL,Ronald Acuña Jr.,Jake Irvin,,,,,405,,1.5,107,,0.572,8,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,ATL@WSH,ATL,Drake Baldwin,Jake Irvin,,,,,550,,1.5,112,,0.516,5,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,ATL@WSH,ATL,Matt Olson,Jake Irvin,,,,,388,,1.5,132,,0.699,19,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,ATL@WSH,ATL,Austin Riley,Jake Irvin,,,,,425,,1.5,116,,0.686,13,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,ATL@WSH,ATL,Ozzie Albies,Jake Irvin,,,,,480,,1.5,109,,0.580,13,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,ATL@WSH,ATL,Michael Harris II,Jake Irvin,,,,,600,,1.5,140,,0.905,22,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,ATL@WSH,ATL,Dominic Smith,Jake Irvin,,,,,NA,,,,,0.782,8,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-20,ATL@WSH,ATL,Jorge Mateo,Jake Irvin,,,,,700,,0.5,-165,,0.425,2,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-20,ATL@WSH,ATL,Mike Yastrzemski,Jake Irvin,,,,,820,,,,,0.309,14,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-20,ATL@WSH,WSH,James Wood,Bryce Elder,,,,,375,,1.5,128,,0.907,9,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,ATL@WSH,WSH,Luis García Jr.,Bryce Elder,,,,,588,,1.5,146,,0.180,15,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,ATL@WSH,WSH,Brady House,Bryce Elder,,,,,700,,1.5,155,,0.376,3,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,ATL@WSH,WSH,CJ Abrams,Bryce Elder,,,,,512,,1.5,143,,0.775,17,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,ATL@WSH,WSH,Daylen Lile,Bryce Elder,,,,,738,,1.5,136,,0.476,6,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,ATL@WSH,WSH,Jacob Young,Bryce Elder,,,,,950,,0.5,-175,,0.484,3,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-20,ATL@WSH,WSH,José Tena,Bryce Elder,,,,,850,,0.5,-142,,0.549,5,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-20,ATL@WSH,WSH,Drew Millas,Bryce Elder,,,,,NA,,0.5,-140,,0.392,0,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-20,ATL@WSH,WSH,Nasim Nuñez,Bryce Elder,,,,,900,,0.5,-119,,0.248,0,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-20,BAL@KC,BAL,Gunnar Henderson,Seth Lugo,,,,,512,,1.5,109,,0.646,9,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,BAL@KC,BAL,Taylor Ward,Seth Lugo,,,,,412,,1.5,1,,0.548,7,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,BAL@KC,BAL,Dylan Beavers,Seth Lugo,,,,,NA,,,,,0.210,0,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-20,BAL@KC,BAL,Pete Alonso,Seth Lugo,,,,,375,,1.5,114,,0.439,3,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,BAL@KC,BAL,Samuel Basallo,Seth Lugo,,,,,500,,1.5,120,,0.454,3,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,BAL@KC,BAL,Jeremiah Jackson,Seth Lugo,,,,,625,,1.5,128,,0.912,3,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,BAL@KC,BAL,Colton Cowser,Seth Lugo,,,,,NA,,,,,0.192,5,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-20,BAL@KC,BAL,Leody Taveras,Seth Lugo,,,,,NA,,,,,0.635,3,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-20,BAL@KC,BAL,Blaze Alexander,Seth Lugo,,,,,700,,0.5,-135,,0.245,2,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-20,BAL@KC,KC,Maikel Garcia,Kyle Bradish,,,,,535,,1.5,-2,,0.406,3,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,BAL@KC,KC,Bobby Witt Jr.,Kyle Bradish,,,,,380,,1.5,-117,,0.518,3,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,BAL@KC,KC,Vinnie Pasquantino,Kyle Bradish,,,,,425,,1.5,120,,0.350,3,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,BAL@KC,KC,Salvador Perez,Kyle Bradish,,,,,395,,1.5,120,,0.217,0,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,BAL@KC,KC,Carter Jensen,Kyle Bradish,,,,,505,,0.5,-167,,0.740,3,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-20,BAL@KC,KC,Michael Massey,Kyle Bradish,,,,,550,,0.5,-170,,0.291,3,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-20,BAL@KC,KC,Jac Caglianone,Kyle Bradish,,,,,588,,0.5,-152,,0.439,3,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-20,BAL@KC,KC,Isaac Collins,Kyle Bradish,,,,,725,,0.5,-137,,0.180,3,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-20,BAL@KC,KC,Kyle Isbel,Kyle Bradish,,,,,700,,0.5,-154,,0.180,3,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-20,PHI@CHC,PHI,Trea Turner,Colin Rea,,,,,415,,1.5,-106,,0.463,21,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,PHI@CHC,PHI,Kyle Schwarber,Colin Rea,,,,,250,,1.5,114,,0.749,18,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,PHI@CHC,PHI,Bryce Harper,Colin Rea,,,,,420,,1.5,120,,0.836,17,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,PHI@CHC,PHI,Adolis García,Colin Rea,,,,,345,,1.5,123,,0.268,6,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,PHI@CHC,PHI,Brandon Marsh,Colin Rea,,,,,700,,0.5,-104,,0.418,12,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-20,PHI@CHC,PHI,Alec Bohm,Colin Rea,,,,,550,,1.5,132,,0.180,14,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,PHI@CHC,PHI,Bryson Stott,Colin Rea,,,,,NA,,,,,0.290,15,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-20,PHI@CHC,PHI,Justin Crawford,Colin Rea,,,,,NA,,1.5,240,,0.477,5,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-20,PHI@CHC,PHI,Rafael Marchán,Colin Rea,,,,,900,,0.5,-156,,0.180,3,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-20,PHI@CHC,CHC,Nico Hoerner,Aaron Nola,,,,,800,,1.5,100,,0.705,21,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,PHI@CHC,CHC,Michael Busch,Aaron Nola,,,,,700,,0.5,-144,,0.197,12,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-20,PHI@CHC,CHC,Alex Bregman,Aaron Nola,,,,,488,,1.5,127,,0.390,11,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,PHI@CHC,CHC,Ian Happ,Aaron Nola,,,,,500,,1.5,131,,0.673,25,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,PHI@CHC,CHC,Moisés Ballesteros,Aaron Nola,,,,,NA,,,,,0.950,4,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-20,PHI@CHC,CHC,Michael Conforto,Aaron Nola,,,,,NA,,,,,0.720,60,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-20,PHI@CHC,CHC,Miguel Amaya,Aaron Nola,,,,,600,,0.5,-130,,0.299,4,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-20,PHI@CHC,CHC,Pete Crow-Armstrong,Aaron Nola,,,,,775,,0.5,-135,,0.420,7,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-20,PHI@CHC,CHC,Dansby Swanson,Aaron Nola,,,,,575,,0.5,-154,,0.624,72,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-20,LAD@COL,LAD,Shohei Ohtani,Jose Quintana,,,,,NA,,,,,0.693,6,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-20,LAD@COL,LAD,Alex Call,Jose Quintana,,,,,NA,,,,,0.450,4,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-20,LAD@COL,LAD,Will Smith,Jose Quintana,,,,,NA,,,,,0.465,12,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-20,LAD@COL,LAD,Teoscar Hernández,Jose Quintana,,,,,NA,,,,,0.640,9,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-20,LAD@COL,LAD,Andy Pages,Jose Quintana,,,,,NA,,,,,0.633,11,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-20,LAD@COL,LAD,Max Muncy,Jose Quintana,,,,,NA,,,,,0.782,13,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-20,LAD@COL,LAD,Miguel Rojas,Jose Quintana,,,,,NA,,,,,0.646,20,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-20,LAD@COL,LAD,Santiago Espinal,Jose Quintana,,,,,NA,,,,,0.231,12,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-20,LAD@COL,LAD,Dalton Rushing,Jose Quintana,,,,,NA,,,,,0.950,4,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-20,LAD@COL,COL,Jordan Beck,Justin Wrobleski,,,,,NA,,,,,0.407,8,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-20,LAD@COL,COL,Brenton Doyle,Justin Wrobleski,,,,,NA,,,,,0.505,3,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-20,LAD@COL,COL,Hunter Goodman,Justin Wrobleski,,,,,NA,,,,,0.828,5,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-20,LAD@COL,COL,Tyler Freeman,Justin Wrobleski,,,,,NA,,,,,0.389,2,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-20,LAD@COL,COL,Ezequiel Tovar,Justin Wrobleski,,,,,NA,,,,,0.382,6,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-20,LAD@COL,COL,Troy Johnston,Justin Wrobleski,,,,,NA,,,,,0.692,3,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-20,LAD@COL,COL,Willi Castro,Justin Wrobleski,,,,,NA,,,,,0.568,0,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-20,LAD@COL,COL,Kyle Karros,Justin Wrobleski,,,,,NA,,,,,0.470,3,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-20,LAD@COL,COL,Brett Sullivan,Justin Wrobleski,,,,,NA,,,,,0.387,3,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-20,TOR@LAA,TOR,Davis Schneider,Reid Detmers,,,,,NA,,,,,0.313,3,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-20,TOR@LAA,TOR,Ernie Clement,Reid Detmers,,,,,975,,1.5,117,,0.496,9,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,TOR@LAA,TOR,Vladimir Guerrero Jr.,Reid Detmers,,,,,445,,1.5,103,,0.575,11,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,TOR@LAA,TOR,Eloy Jiménez,Reid Detmers,,,,,600,,1.5,140,,0.427,6,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,TOR@LAA,TOR,Kazuma Okamoto,Reid Detmers,,,,,625,,0.5,-161,,0.404,3,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-20,TOR@LAA,TOR,Lenyn Sosa,Reid Detmers,,,,,NA,,,,,0.463,7,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-20,TOR@LAA,TOR,Daulton Varsho,Reid Detmers,,,,,318,,1.5,111,,0.837,6,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,TOR@LAA,TOR,Myles Straw,Reid Detmers,,,,,900,,1.5,152,,0.586,14,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,TOR@LAA,TOR,Tyler Heineman,Reid Detmers,,,,,900,,0.5,-150,,0.225,3,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-20,TOR@LAA,LAA,Zach Neto,Dylan Cease,,,,,325,,1.5,104,,0.560,8,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,TOR@LAA,LAA,Mike Trout,Dylan Cease,,,,,345,,1.5,118,,0.836,12,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,TOR@LAA,LAA,Nolan Schanuel,Dylan Cease,,,,,NA,,0.5,-165,,0.308,6,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-20,TOR@LAA,LAA,Jorge Soler,Dylan Cease,,,,,365,,1.5,130,,0.896,30,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,TOR@LAA,LAA,Yoán Moncada,Dylan Cease,,,,,700,,1.5,174,,0.565,5,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,TOR@LAA,LAA,Jo Adell,Dylan Cease,,,,,340,,1.5,-107,,0.652,8,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,TOR@LAA,LAA,Josh Lowe,Dylan Cease,,,,,NA,,,,,0.536,8,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-20,TOR@LAA,LAA,Logan O'Hoppe,Dylan Cease,,,,,430,,1.5,140,,0.428,7,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,TOR@LAA,LAA,Adam Frazier,Dylan Cease,,,,,NA,,,,,0.560,20,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-20,ATH@SEA,ATH,Nick Kurtz,Emerson Hancock,,,,,370,,1.5,129,,0.612,43,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,ATH@SEA,ATH,Shea Langeliers,Emerson Hancock,,,,,430,,1.5,136,,0.574,43,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,ATH@SEA,ATH,Carlos Cortes,Emerson Hancock,,,,,900,,0.5,-154,,0.451,43,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-20,ATH@SEA,ATH,Tyler Soderstrom,Emerson Hancock,,,,,538,,0.5,-175,,0.486,43,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-20,ATH@SEA,ATH,Jacob Wilson,Emerson Hancock,,,,,1000,,1.5,151,,0.485,43,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,ATH@SEA,ATH,Jeff McNeil,Emerson Hancock,,,,,725,,1.5,139,,0.530,43,,,,,,not_scored,not_scored,Display only,full,not_scored
