report_date,game,team,batter,opponent_pitcher,hr_prob_pct,tb2_prob_pct,fair_hr_american,fair_2tb_american,market_hr_american,edge_hr_pct,market_tb_line,market_tb_over_american,edge_tb_pct,recent_form_score,bvp_pa,tier,hr_tier,tb2_tier,recommended_prop,recommended_tier,hr_market_status,hr_market_integrity,tb2_market_status,data_confidence,market_data_status,scoring_status
2026-04-25,ATH@TEX,TEX,Andrew McCutchen,Jeffrey Springs,0.40,7.27,+24900,+1275,NA,,0.5,-142,,0.210,0,D,D,D,,,unpriced,partial,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets — HR market partial via rotowire_only",partial,scored
2026-04-25,ATH@TEX,TEX,Corey Seager,Jeffrey Springs,4.73,26.42,+2012,+278,NA,,1.5,108,-21.65,0.543,0,C,D,C,,,unpriced,partial,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets — HR market partial via rotowire_only",partial,scored
2026-04-25,ATH@TEX,TEX,Jake Burger,Jeffrey Springs,2.78,19.48,+3491,+413,NA,,1.5,126,-24.77,0.490,0,D,D,D,,,unpriced,partial,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets — HR market partial via rotowire_only",partial,scored
2026-04-25,ATH@TEX,TEX,Josh Jung,Jeffrey Springs,4.77,33.56,+1996,+198,NA,,1.5,141,-7.94,0.889,0,B,D,B,,,unpriced,partial,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets — HR market partial via rotowire_only",partial,scored
2026-04-25,ATH@TEX,TEX,Ezequiel Duran,Jeffrey Springs,0.40,19.46,+24900,+414,NA,,0.5,-167,,0.467,0,D,D,D,,,unpriced,partial,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets — HR market partial via rotowire_only",partial,scored
2026-04-25,ATH@TEX,TEX,Danny Jansen,Jeffrey Springs,0.40,6.00,+24900,+1567,NA,,0.5,-118,,0.292,0,D,D,D,,,unpriced,partial,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets — HR market partial via rotowire_only",partial,scored
2026-04-25,ATH@TEX,TEX,Evan Carter,Jeffrey Springs,1.78,17.85,+5525,+460,NA,,0.5,-122,,0.491,0,D,D,D,,,unpriced,partial,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets — HR market partial via rotowire_only",partial,scored
2026-04-25,ATH@TEX,TEX,Sam Haggerty,Jeffrey Springs,0.40,6.00,+24900,+1567,NA,,0.5,119,,0.180,0,D,D,D,,,unpriced,partial,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets — HR market partial via rotowire_only",partial,scored
2026-04-25,LAA@KC,LAA,Zach Neto,Cole Ragans,7.91,28.72,+1164,+248,539,-7.74,1.5,124,-15.93,0.408,0,B,B,B,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-25,LAA@KC,LAA,Mike Trout,Cole Ragans,19.46,55.00,+414,-122,449,1.25,1.5,130,11.52,0.950,0,A+,A+,A+,2+ TB,A+,priced_below_gate,full,qualified,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-25,LAA@KC,LAA,Jo Adell,Cole Ragans,7.85,32.36,+1174,+209,395,-12.35,1.5,120,-13.10,0.492,0,B,B,B,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-25,LAA@KC,LAA,Jorge Soler,Cole Ragans,8.85,28.54,+1029,+250,461,-8.97,0.5,-140,,0.421,0,B,B,B,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-25,LAA@KC,LAA,Oswald Peraza,Cole Ragans,12.57,45.51,+696,+120,690,-0.09,0.5,-138,,0.887,0,A+,A,A+,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-25,LAA@KC,LAA,Vaughn Grissom,Cole Ragans,5.60,28.69,+1685,+249,1000,-3.49,0.5,-173,,0.479,0,B,D,B,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-25,LAA@KC,LAA,Nolan Schanuel,Cole Ragans,4.54,22.79,+2103,+339,1180,-3.27,0.5,-164,,0.468,0,C,D,C,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-25,LAA@KC,LAA,Logan O'Hoppe,Cole Ragans,5.05,19.55,+1880,+411,650,-8.28,0.5,-141,,0.417,0,D,D,D,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-25,LAA@KC,LAA,Bryce Teodosio,Cole Ragans,2.61,11.73,+3735,+753,1580,-3.34,0.5,109,,0.307,0,D,D,D,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-25,LAA@KC,KC,Carter Jensen,Walbert Urena,4.82,28.89,+1976,+246,421,-14.38,1.5,124,-15.76,0.690,0,B,D,B,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-25,LAA@KC,KC,Bobby Witt Jr.,Walbert Urena,0.40,22.09,+24900,+353,489,-16.58,1.5,-112,-30.74,0.472,0,C,D,C,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-25,LAA@KC,KC,Vinnie Pasquantino,Walbert Urena,0.40,9.77,+24900,+923,592,-14.05,1.5,126,-34.47,0.519,0,D,D,D,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-25,LAA@KC,KC,Salvador Perez,Walbert Urena,0.40,6.00,+24900,+1567,527,-15.55,1.5,117,-40.08,0.304,0,D,D,D,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-25,LAA@KC,KC,Jac Caglianone,Walbert Urena,2.29,22.91,+4261,+337,566,-12.72,1.5,136,-19.46,0.535,0,C,D,C,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-25,LAA@KC,KC,Isaac Collins,Walbert Urena,0.40,6.00,+24900,+1567,1140,-7.66,0.5,-170,,0.307,0,D,D,D,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-25,LAA@KC,KC,Michael Massey,Walbert Urena,0.40,18.83,+24900,+431,760,-11.23,0.5,-175,,0.538,0,D,D,D,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-25,LAA@KC,KC,Nick Loftin,Walbert Urena,0.40,9.60,+24900,+941,1020,-8.53,0.5,-172,,0.448,0,D,D,D,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-25,LAA@KC,KC,Kyle Isbel,Walbert Urena,0.40,9.45,+24900,+958,1140,-7.66,0.5,-162,,0.419,0,D,D,D,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-25,NYY@HOU,NYY,Trent Grisham,Mike Burrows,5.94,26.91,+1584,+272,431,-12.89,1.5,139,-14.93,0.550,0,C,C,C,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-25,NYY@HOU,NYY,Ben Rice,Mike Burrows,16.94,55.00,+490,-122,286,-8.97,1.5,102,5.50,0.910,0,A+,A+,A+,2+ TB,A+,priced_no_edge,full,qualified,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-25,NYY@HOU,NYY,Aaron Judge,Mike Burrows,14.57,51.26,+587,-105,221,-16.59,1.5,-105,0.04,0.898,0,A+,A+,A+,,,priced_no_edge,full,priced_below_gate,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-25,NYY@HOU,NYY,Cody Bellinger,Mike Burrows,4.73,30.07,+2015,+233,468,-12.88,1.5,107,-18.24,0.631,0,B,D,B,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-25,NYY@HOU,NYY,Jazz Chisholm Jr.,Mike Burrows,1.44,16.45,+6844,+508,458,-16.48,0.5,-179,,0.586,0,D,D,D,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-25,NYY@HOU,NYY,Amed Rosario,Mike Burrows,9.58,39.83,+943,+151,670,-3.40,0.5,-188,,0.587,0,A,B,A,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-25,NYY@HOU,NYY,Austin Wells,Mike Burrows,1.96,15.16,+5005,+560,484,-15.16,0.5,-149,,0.414,0,D,D,D,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-25,NYY@HOU,NYY,Ryan McMahon,Mike Burrows,6.08,25.08,+1546,+299,660,-7.08,0.5,-123,,0.661,0,C,C,C,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-25,NYY@HOU,NYY,José Caballero,Mike Burrows,1.07,19.51,+9244,+413,1080,-7.40,0.5,-129,,0.698,0,D,D,D,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-25,NYY@HOU,HOU,Carlos Correa,Ryan Weathers,2.30,23.94,+4251,+318,576,-12.49,1.5,121,-21.31,0.465,0,C,D,C,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-25,NYY@HOU,HOU,Yordan Alvarez,Ryan Weathers,18.54,55.00,+439,-122,302,-6.33,1.5,-107,3.31,0.950,0,A+,A+,A+,2+ TB,A+,priced_no_edge,full,qualified,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-25,NYY@HOU,HOU,Isaac Paredes,Ryan Weathers,0.57,12.14,+17303,+724,468,-17.03,1.5,140,-29.53,0.454,0,D,D,D,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-25,NYY@HOU,HOU,Jose Altuve,Ryan Weathers,2.13,19.97,+4592,+401,610,-11.95,1.5,135,-22.58,0.424,0,D,D,D,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-25,NYY@HOU,HOU,Christian Walker,Ryan Weathers,6.01,28.54,+1565,+250,437,-12.62,1.5,141,-12.95,0.504,0,B,C,B,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-25,NYY@HOU,HOU,Yainer Diaz,Ryan Weathers,1.79,15.98,+5478,+526,750,-9.97,1.5,148,-24.35,0.509,0,D,D,D,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-25,NYY@HOU,HOU,Cam Smith,Ryan Weathers,4.25,22.69,+2253,+341,720,-7.95,0.5,-152,,0.336,0,C,D,C,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-25,NYY@HOU,HOU,Christian Vázquez,Ryan Weathers,8.94,46.05,+1018,+117,880,-1.26,0.5,-136,,0.820,0,A+,B,A+,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-25,NYY@HOU,HOU,Brice Matthews,Ryan Weathers,0.54,9.35,+18470,+970,610,-13.55,0.5,104,,0.320,0,D,D,D,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-25,PIT@MIL,PIT,Oneil Cruz,Jacob Misiorowski,10.15,39.87,+885,+151,357,-11.73,0.5,-142,,0.646,0,A,B,A,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-25,PIT@MIL,PIT,Brandon Lowe,Jacob Misiorowski,4.51,25.85,+2117,+287,457,-13.44,0.5,-136,,0.739,0,C,D,C,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-25,PIT@MIL,PIT,Bryan Reynolds,Jacob Misiorowski,0.40,14.08,+24900,+610,510,-15.99,0.5,-141,,0.425,0,D,D,D,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-25,PIT@MIL,PIT,Ryan O'Hearn,Jacob Misiorowski,3.01,28.19,+3227,+255,770,-8.49,0.5,-148,,0.575,0,B,D,B,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-25,PIT@MIL,PIT,Nick Gonzales,Jacob Misiorowski,0.40,7.54,+24900,+1227,1060,-8.22,1.5,150,-32.46,0.389,0,D,D,D,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-25,PIT@MIL,PIT,Spencer Horwitz,Jacob Misiorowski,0.40,9.87,+24900,+913,1040,-8.37,0.5,-129,,0.644,0,D,D,D,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-25,PIT@MIL,PIT,Jake Mangum,Jacob Misiorowski,0.40,10.88,+24900,+819,1160,-7.54,0.5,-189,,0.566,0,D,D,D,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-25,PIT@MIL,PIT,Konnor Griffin,Jacob Misiorowski,0.40,7.35,+24900,+1260,880,-9.80,0.5,-130,,0.451,0,D,D,D,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-25,PIT@MIL,PIT,Henry Davis,Jacob Misiorowski,0.40,6.00,+24900,+1567,930,-9.31,0.5,100,,0.187,0,D,D,D,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-25,PIT@MIL,MIL,Brice Turang,Mitch Keller,5.36,31.88,+1766,+214,630,-8.34,1.5,132,-11.22,0.641,0,B,D,B,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-25,PIT@MIL,MIL,William Contreras,Mitch Keller,0.83,19.89,+11969,+403,600,-13.46,1.5,130,-23.59,0.472,0,D,D,D,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-25,PIT@MIL,MIL,Jake Bauers,Mitch Keller,5.51,28.84,+1716,+247,447,-12.77,1.5,130,-14.63,0.561,0,B,D,B,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-25,PIT@MIL,MIL,Tyler Black,Mitch Keller,0.40,6.00,+24900,+1567,810,-10.59,0.5,-135,,0.180,0,D,D,D,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-25,PIT@MIL,MIL,Garrett Mitchell,Mitch Keller,1.36,16.44,+7266,+508,544,-14.17,0.5,-136,,0.411,0,D,D,D,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-25,PIT@MIL,MIL,Sal Frelick,Mitch Keller,0.40,6.00,+24900,+1567,1200,-7.29,0.5,-170,,0.245,0,D,D,D,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-25,PIT@MIL,MIL,Greg Jones,Mitch Keller,0.40,6.00,+24900,+1567,571,-14.50,0.5,-125,,0.208,0,D,D,D,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-25,PIT@MIL,MIL,David Hamilton,Mitch Keller,0.40,6.00,+24900,+1567,1100,-7.93,0.5,-124,,0.328,0,D,D,D,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-25,PIT@MIL,MIL,Joey Ortiz,Mitch Keller,0.40,6.00,+24900,+1567,1380,-6.36,0.5,-123,,0.186,0,D,D,D,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-25,DET@CIN,DET,Kevin McGonigle,Brady Singer,7.64,42.10,+1209,+138,367,-13.77,1.5,-103,-8.64,0.703,0,A+,C,A+,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-25,DET@CIN,DET,Matt Vierling,Brady Singer,3.74,25.54,+2575,+292,610,-10.35,1.5,130,-17.94,0.470,0,C,D,C,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-25,DET@CIN,DET,Colt Keith,Brady Singer,6.07,33.87,+1546,+195,513,-10.24,1.5,146,-6.78,0.401,0,B,C,B,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-25,DET@CIN,DET,Riley Greene,Brady Singer,11.04,47.44,+806,+111,299,-14.02,1.5,106,-1.10,0.916,0,A+,A,A+,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-25,DET@CIN,DET,Dillon Dingler,Brady Singer,12.61,47.51,+693,+110,377,-8.35,1.5,106,-1.03,0.631,0,A+,A,A+,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-25,DET@CIN,DET,Kerry Carpenter,Brady Singer,13.14,41.97,+661,+138,293,-12.30,1.5,128,-1.89,0.950,0,A,A,A,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-25,DET@CIN,DET,Spencer Torkelson,Brady Singer,7.99,33.72,+1151,+197,421,-11.20,0.5,-156,,0.644,0,B,B,B,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-25,DET@CIN,DET,Wenceel Pérez,Brady Singer,0.40,6.00,+24900,+1567,660,-12.76,0.5,-156,,0.197,0,D,D,D,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-25,DET@CIN,DET,Javier Báez,Brady Singer,2.45,21.19,+3988,+372,820,-8.42,0.5,-172,,0.448,0,D,D,D,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-25,DET@CIN,CIN,TJ Friedl,Jack Flaherty,0.40,6.00,+24900,+1567,800,-10.71,1.5,140,-35.67,0.275,0,D,D,D,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-25,DET@CIN,CIN,Matt McLain,Jack Flaherty,2.26,19.40,+4323,+415,650,-11.07,0.5,-169,,0.541,0,D,D,D,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-25,DET@CIN,CIN,Elly De La Cruz,Jack Flaherty,11.92,45.24,+739,+121,349,-10.36,1.5,121,-0.01,0.787,0,A+,A,A+,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-25,DET@CIN,CIN,Sal Stewart,Jack Flaherty,11.94,43.93,+737,+128,315,-12.15,1.5,104,-5.09,0.640,0,A+,A,A+,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-25,DET@CIN,CIN,Nathaniel Lowe,Jack Flaherty,7.96,36.69,+1156,+173,498,-8.76,1.5,149,-3.48,0.831,0,A,B,A,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-25,DET@CIN,CIN,Spencer Steer,Jack Flaherty,7.68,33.39,+1203,+200,529,-8.22,0.5,-156,,0.741,0,B,C,B,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-25,DET@CIN,CIN,Tyler Stephenson,Jack Flaherty,3.61,16.35,+2668,+512,512,-12.73,0.5,-145,,0.276,0,D,D,D,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-25,DET@CIN,CIN,Will Benson,Jack Flaherty,0.40,6.00,+24900,+1567,502,-16.21,0.5,-134,,0.377,0,D,D,D,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-25,DET@CIN,CIN,Ke'Bryan Hayes,Jack Flaherty,0.40,6.00,+24900,+1567,1000,-8.69,0.5,-140,,0.242,0,D,D,D,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
2026-04-25,CHC@LAD,CHC,Nico Hoerner,Roki Sasaki,4.38,25.51,+2185,+292,940,-5.24,1.5,116,-20.79,0.565,0,C,D,C,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-25,CHC@LAD,CHC,Michael Busch,Roki Sasaki,3.14,19.64,+3080,+409,456,-14.84,1.5,134,-23.10,0.568,0,D,D,D,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-25,CHC@LAD,CHC,Alex Bregman,Roki Sasaki,5.80,30.59,+1625,+227,481,-11.41,1.5,120,-14.86,0.572,0,B,D,B,,,priced_no_edge,full,priced_no_edge,"High — stats+savant+recent; BvP disabled, confirmed lineup, live markets matched",full,scored
2026-04-25,CHC@LAD,CHC,Ian Happ,Roki Sasaki,10.28,37.04,+873,+170,451,-7.87,0.5,-156,,0.617,0,A,A,A,,,priced_no_edge,full,line_mismatch_0.5,"High — stats+savant+recent; BvP disabled, confirmed lineup, limited or misaligned live markets",partial,scored
